pressure_level,2024-02-14T21,2024-02-15T03,2024-02-15T09,2024-02-15T15,2024-02-15T21,2024-02-16T03,2024-02-16T09,2024-02-16T15,2024-02-16T21,2024-02-17T03,2024-02-17T09,2024-02-17T15,2024-02-17T21,2024-02-18T03,2024-02-18T09,2024-02-18T15,2024-02-18T21,2024-02-19T03,2024-02-19T09,2024-02-19T15,2024-02-19T21,2024-02-20T03,2024-02-20T09,2024-02-20T15,2024-02-20T21,2024-02-21T03,2024-02-21T09,2024-02-21T15,2024-02-21T21,2024-02-22T03,2024-02-22T09,2024-02-22T15,2024-02-22T21
1000.0,0.5051860289067349,0.4101212288343845,-0.20216599883059416,0.05346286481119478,-0.1778827137595158,0.29404913953072764,0.7152265714344139,-0.06306084209865048,0.1961747506871916,0.1885095924059783,-0.2749878242186128,-0.0008219283874950634,-0.020914384946593145,0.0817110489358015,0.5487503293331883,0.6309334346590845,0.45562391382810574,0.2125958837391977,-0.23754740389352946,0.16973634561259132,0.15223909567822602,0.2506117819960423,0.0011677001194811965,-0.04753189219007936,0.00014333424309143084,-0.09007074838694962,-0.07656675997372986,0.22954425911598264,0.21215967772212707,-0.04781938911440875,-0.0785950701465481,0.07374307998207996,0.3219696299694874
975.0,0.10672359193273451,0.48528128758238154,-0.2804704782392946,0.3470916935137325,-0.2755054133691601,0.2449853232143937,0.5797038135988828,-0.22876626679590117,0.08062671009611222,0.0551773325449858,-0.15586064640893937,-0.09165280075046667,-0.12667543457132524,0.09128775375654641,0.5801641912507876,0.5935377332272651,0.2805846268782375,0.5103288059171405,-0.15338375907418822,0.254410169294772,0.24709654084233534,0.42145154565218945,0.16832544909402714,0.1925141837460842,0.3119239891925645,0.27912074072440873,0.18573585241506407,0.6272598198240757,0.552592697377861,0.41588844443066364,0.46921780578969674,0.6310796846929634,0.4884752674888091
950.0,0.5670879134882512,0.6302444848522555,-0.2944217279290342,0.08899298408181266,0.25592827292979337,0.5034286380040953,0.3505518559009033,0.33543453619296315,-0.13349805425394834,-0.21435731158271665,-0.17225225786501142,-0.47330630821193154,-0.07132534991325201,0.2722048122860201,0.17852195599641618,0.5090681160986605,0.46876337270828117,0.517433240266314,-0.049596727873733926,0.00277841601689488,0.29190231275885026,0.5513959218001787,0.44277858416779736,0.3952693398310885,0.4139109021207332,0.4912947513419681,0.4092858556538772,0.41840812335567534,0.30058013333876943,0.3581197057246186,0.4014531661278511,0.5759891055736261,0.7395538838777043
925.0,1.1151664748582562,0.5209239184234207,0.03741761177735725,0.0750217629467329,0.42578131189935675,0.30500674799412764,0.3871991927167642,0.411030565671922,0.1076052552634792,-0.07302946158313262,0.012430013294192577,-0.5079216841526772,-0.07280116426034056,0.14851836521012274,-0.02077834910846832,0.1868726918838206,0.08132330776680874,0.13103996745036284,0.06988605088554323,0.23747440578694068,0.06882100625597332,0.41226504097750194,0.4157031956281685,0.36731382682410185,0.357458758136886,0.6975256950755693,0.48381257033327074,0.4350330370503457,0.4214347111116581,0.05845956010750797,0.08856071053514825,0.4408978563445771,0.6279813595516544
900.0,0.7092638769597102,0.4715966011914361,0.17909034537007074,0.04061766351458118,0.4203536420324667,0.3931175377207978,0.3476258267647836,0.3928008449385061,-0.13974390451130603,-0.1496411194545999,-0.14802812137872934,-0.4301334965014121,-0.10487819292308131,0.13392788298267533,0.04407841002785062,0.10688266031127114,0.15530353921133155,0.17471759834910472,0.016379492047917665,0.2830276329603407,0.2939680352551477,0.3477582468138394,0.4588864021707195,0.37839498696763485,0.41406379852395503,0.694604674482207,0.43162436251054714,0.4344151248386652,0.3458101009862844,0.1754920026144191,0.056756016532517606,0.3929508955319534,0.4519114492777021
875.0,-0.04861474742727978,0.4789490718102343,0.04615778662963521,0.12810927242895787,0.40614226891295857,0.5227252885316602,0.3114994536765039,0.44052606135261385,-0.08422962525622779,-0.10932414563831117,-0.12681173034746962,-0.42062275442219743,-0.07549811167876896,0.1294397579353017,-0.023358703822793814,0.28866594456553685,0.13619870368091824,0.2678564116633879,-0.02819542378750839,0.2870012497444918,0.4111524474913608,0.32295400263581087,0.46368568219224926,0.39279373068364976,0.6604714966398433,0.6570335681887514,0.07661521678096506,0.4239411418766963,0.27985542920629314,0.5694294789705623,0.5267095928707022,0.2769080251364926,0.2092374588793291
850.0,-0.36189451137801143,0.08074497110902712,-0.1836219517867903,0.20366513386096585,0.28989138301869843,0.5433738269667288,0.3790990124776954,0.29456980143794453,-0.028906648007136937,-0.14690190780981993,-0.2334250532762212,-0.4427023252806066,-0.027259960426988528,0.06669986351653279,-0.019587250775998655,0.23020943426104168,0.021072344158767464,0.2958619094130768,-0.01947032376460811,0.24733253006115774,0.3816046484715798,0.4621697662019528,0.409306013819446,0.39603971826574025,0.6245621967916009,0.8331685770364743,0.11105259476011042,0.2876077799966765,0.19211234695825397,0.3362638412805836,0.2579115474127889,0.42530088557896306,0.4795190841458066
825.0,-0.20255744967761302,0.06130888505532539,-0.15129571026818667,0.43395216766623435,0.2277054846662736,0.5130925140536533,0.42374384017284683,0.1595798937788686,0.058097029555426616,-0.1829490224886854,-0.21193093571196187,-0.3945650872651072,-0.00988112859249668,0.01164421429803042,0.019501154313900315,0.221795838770106,0.004233271312614306,0.32648300645382733,-0.017480134376683054,0.3325252490960793,0.5929053650442597,0.693492053738396,0.47506042709198937,0.3556830215079003,0.3010546302770081,0.6812737973090748,0.6429037773476693,-0.14947120297284755,-0.014258380291323647,0.14866379400768892,0.17256437427215587,0.19056123480095266,0.21674019827503344
800.0,-0.011697920477047319,-0.07755809001014313,-0.07758689331581081,0.311284356214685,0.16181968674936797,0.5668438512457783,0.34975246373448954,0.1324100786457052,0.11884633384414656,-0.48391098953590017,-0.2232710127677251,-0.3848510381419601,-0.011228755630668275,-0.0897002034240586,0.04228858246449363,0.2112263273098165,0.1300725859225622,0.32174909260663753,-0.013842036977507632,0.48953204084045865,0.8988319391457935,0.8709641237822439,0.5088194245645354,0.4252484415051754,0.3375680235771483,0.42683068381160183,0.4483193938442014,0.03990244613220284,0.07472029215711018,0.23919571426779385,0.12544262202686696,0.06133492532836726,0.1506943721365701
775.0,0.016452072385845895,-0.0871462036216144,-0.19756156841225447,0.3825930439385843,0.25845592804012085,0.4747719182228707,0.49672699694662015,-0.020577135252324297,0.17356630332108125,-0.5679887407503088,-0.23292769075675324,-0.41268434135241705,0.06622187931520784,-0.03929309679642756,0.028356801681582056,0.19743261341807283,0.20674809212260925,0.39641447423997533,-0.034861607617472146,0.5028638918524848,1.2153449088300476,1.2004469293361808,0.5957300594762387,0.32033568237392274,0.3237960891104308,0.3170569767329994,0.42888177382195636,0.09751622279623007,0.2483535086117854,0.15943391277926366,-0.010858443033441745,0.02199527158836645,0.15266290818220796
750.0,0.08806312609124234,-0.09381368453693995,-0.04573459761286358,0.2408516720366265,0.2482043456226961,0.2291922196141627,0.6905465572107232,-0.24338577018846763,0.2133491385555999,-0.4675226705134605,-0.23286948344986058,-0.3867133977203139,0.19155905770924164,0.11544270079696162,0.05689684174711829,0.18069203451244675,0.3711060120554066,0.5291663475960036,0.08824624366997114,0.5659137998616757,1.5358557800419135,1.1274808576218334,0.6434445769544936,0.5769985513913412,0.3735305544521452,0.40329852454163984,0.38430873126361575,0.11606838265930719,0.7969206184059772,0.0478143135337632,0.09762783770446504,0.1276584404371306,0.11445437012451976
700.0,-0.18890925753015608,-0.0492918060852503,0.293935733671276,0.09495118981766382,-0.09790640614772883,0.1687071585061517,0.31758580263027625,0.00795862454890539,0.7203840871586635,0.21193750034359482,0.04634061684004109,-0.17228551078414966,0.5582357819722574,0.4994272988436137,0.06183739689151935,0.19421353992561308,0.5591714565221082,0.6875570344303128,0.798682117861631,1.5538022618176228,1.6235373926888883,1.1486079369036588,0.6082335803752699,0.5088446435360083,0.48736562701361663,0.48989887886358474,0.5344062460103487,0.3312169558407163,0.5658310166685965,0.5032803340278633,0.5181665884390441,0.2010710860977838,0.23684811185478338
650.0,-0.20474551638960747,0.19037179445138008,0.8365638442213026,-0.2710837266662338,0.0471749181634209,-0.09787936569358635,-0.4882174164575872,0.1523546657585939,1.0601150620880162,0.6406646233132278,0.46803358687651553,0.3783211391657346,0.7201061585631692,0.8081725449081887,0.41120100782160307,0.49885705526440915,0.7237372582125658,1.3943187922795914,0.9106678697183952,1.5568733855855612,1.182199045134098,1.2265022345492298,1.103909966951278,1.0890985992704145,0.6781454571268455,0.5903747024444783,0.8506832273267264,0.9237246025617765,0.4336927653885141,0.3715188681927657,0.4368549407723208,0.22991366398929358,0.4365817675383141
600.0,-0.12087832593994108,-0.26393373877272097,0.3360162162781535,-0.4275742984399358,-0.35669265624540003,-0.4082379514933905,-0.6079332776624824,-0.09057404907889577,0.730845966620393,0.12638764623443421,-0.47488093347902804,0.4820589685343748,0.6135157707091707,0.5744158986990442,0.620584960961537,0.48471297359691334,0.7784701134246461,1.2626809322060808,0.9066705204236314,1.4558756985928198,0.40839699256036965,0.7425888831941734,0.982018182163813,1.3265093878247285,0.807373508023602,0.34439064672301356,0.8133729955338254,1.2651028556145434,0.4598955633973105,0.2919108625461604,0.504379962601206,0.9173063526030205,0.7777668178924841
550.0,0.10823086658047032,-0.051182613765490714,-0.0701729372891009,-0.4727480271760669,0.021413129865266,-0.5532477538273497,-0.44242431892229206,0.1206768256508326,-0.07996333897369823,0.19638207432478794,-0.5317392307794648,0.5845994250044555,0.8151123166085199,0.34686081615853936,-0.0033159489885292714,0.45568062289817135,0.7650948831303594,0.7206063188640996,0.5507782010745359,0.8139574380395516,0.7233884842755742,0.5286753012484837,0.6134683353366768,0.5786073999239534,0.6519772878607455,0.5304263786229058,0.38352421332558606,0.6209961633638272,0.4328252114681277,0.46596898924678953,0.6935528320165076,0.5511513598083297,-0.09544721059836547
500.0,-0.23408270914922014,0.14240614177657562,-0.3251738241844464,0.08445708083655745,0.17966047070262903,-0.3678276615003142,-0.3949945039021827,-0.005643874167958529,-0.1747150870773453,0.3398223371513609,0.23063986238531697,-0.05655690751768816,-0.07653633263419124,0.5035713997254447,0.28099454155500325,0.8136752140545127,0.012650683155300158,0.26785354177235376,0.631152469457902,0.6913253362815794,0.7012892667254391,1.0165530300616865,0.5828062083332384,0.4947480524642174,0.6241740794816337,0.5425290535083604,0.2643502044492152,0.08340151296596332,0.4650691057809695,0.4592565310527448,0.2422548332446013,0.12419737664140484,-0.30149980154806144
450.0,-0.40961162934513595,0.2794371139015084,-0.25391409937674325,0.2185504864839345,-0.03917347584081199,-0.281523282601313,-0.4346039622178637,-0.20129923638370428,-0.15223605555240738,-0.02615546259818302,0.6157768389432476,0.44646680602079414,0.08738279612595079,0.7663297441710597,0.9234603071731158,0.28778718202738673,0.3806381021670404,-0.15737240226934546,0.44307981939624597,-0.048250719511486295,0.8616632106096631,0.8560270065629538,0.37782668080768644,0.21366299492677854,0.6562295469225319,0.3343196360979732,0.15966278705053583,0.06504345398172973,0.36783861952380903,0.23293682480397138,0.09742814008995992,-0.11449875264952425,-0.1629209516594301
400.0,-0.18996689266020894,-0.1082830406182893,-1.1556998179706284,0.3064142341403908,-0.45486108426541705,-0.030330023255999095,-0.2758880467334279,-0.6126729674164721,-0.20336591228652878,0.2410579668542141,0.6236119095982531,-0.0506574481013331,0.23213371144652228,0.9022608292552263,0.8961554697656311,0.5067297612861239,0.31675228844136427,-0.21868355613645463,0.2327151945503374,-0.34226293718938905,0.996980458912617,1.2738222302972417,1.1080583084691966,0.7117276444078584,0.7348035813603815,0.39805735883072657,0.14925351297739553,0.12999325162803643,0.06376874778982256,-0.2699635954970745,0.009779292083351265,-0.11467161233429124,0.09978566536921107
350.0,0.1822775546718276,0.21136124578703175,-1.5050765330879585,-0.3105892117582698,-0.46438539216336494,-0.2949210250729948,0.379999789244323,-0.23802767641114997,-0.3712417607309817,0.5056243320553904,0.7563111503276332,0.659479904704142,0.6633790294985147,0.0764893742498316,0.4453205640190845,0.34385616581494105,0.11713588134415431,0.0659432075436257,0.18070727365483208,0.2104920064660405,1.2643692514421332,0.5878947288340441,1.128169607769678,0.9069614465781228,0.5676485206984125,0.5871132751758523,0.695824000809921,0.446204887489273,0.2117487901364825,0.026535209854387176,0.12768386470833093,-0.09506626280585806,0.034478230220088335
300.0,0.33040019476436555,0.3042414465841716,-0.8618907726670955,-1.0108569252607822,0.2181656237515881,-0.33427247479778543,-0.24299855053271813,0.5289674278395182,0.03998158451906875,-0.2025763334702333,0.4852960850654995,0.7564015665618626,0.31673693299575234,-0.14289693227840417,0.12290038628719913,-0.007121180733406618,-0.2684006569876942,0.11217537880440887,0.44501560862232736,1.0838631740680853,0.04904892120231352,0.0554535930253337,0.26953182148764654,0.4952576390822401,0.3893831481246366,0.2684066353880894,-0.1998577158756234,0.024817906098178355,-0.5922255217135444,-0.37025914850897834,0.1542436423664526,0.03282582218633934,-0.10942997116990227
250.0,0.6270608048368445,-0.5761074077624357,0.45374923503118225,-0.13071207913583294,-0.56194387325138,0.2356227323154485,0.2339293775233955,-0.2324300194682678,0.2935948718064765,-0.27738534749863675,-0.17737232957188098,-0.34543036966761065,-0.16328139293085542,0.013130392200707774,0.1959676982653491,-0.14506762057840206,-0.4179547765289158,0.8872162356083209,0.5325797386450972,0.37711220048078076,0.32584358270713665,0.4006575185060228,-0.023751742703552736,0.09483676527730722,0.004873998842526817,0.29431460473188054,0.28028723262980293,-0.07245542260636739,-0.43883532268262115,0.23907536708884436,0.1493245519953348,0.06558888361939808,0.22303812560227243
225.0,0.5402331177673432,-0.2999693208798817,1.0641247139361099,0.7190815736253171,-0.5336011774565463,0.29538848306390264,0.7591655122773773,-0.625702102798698,0.195876577489571,-0.04471591615174475,0.15791026741447922,-0.06057753833414381,0.1462564053996971,-0.2508406529991589,0.16803292273169745,-0.3782098920064527,0.39327402210358287,0.6548689714935563,0.24580289786030107,0.8197437736868665,0.24440770413730206,0.03322407310378139,-0.24226337903400008,0.1896884217215984,-0.012728593753934092,0.2976453421667884,0.1359734194148814,0.05200148902923729,0.8314442734401837,0.152832054711439,0.19070757106760539,-0.0980862437222072,-0.05038844770331252
200.0,0.4275719141591594,0.10474385961668986,0.5884334569607859,0.7014485228350509,0.6397431063019781,0.41297964637578843,0.6725477939331768,-0.40515450123950814,0.1677237052477949,0.16786928268163592,0.2483597352749598,0.2605042376915776,0.16563246269112142,0.3290024057778851,0.16213441382490146,0.47913611935695144,0.8889896759770863,0.05577893730969663,0.6622549143366427,1.6450770453573682,-0.09516145742895787,-0.701470272194058,-0.40942965118648544,-0.007703440645457249,0.16902341031527612,0.29310706328089964,0.07176251526021815,-0.1864890566998838,0.5211097377420515,-0.16886748423661402,-0.49995940966249464,-0.026408464376061147,-0.09991713754453713
175.0,0.21329723736084816,0.14128161523973404,0.8492358885981162,0.6021108329364324,1.0226633848883466,0.6652040915524822,-0.41084538261031867,0.4853891763394813,-0.2970869858549463,-0.10746858667238257,-0.04409390104473232,0.21146434829620375,0.130030754153438,0.27310187626443394,0.0953283231841624,0.5258436594597811,0.5041924552960495,0.07152049124562154,-0.33548503868092894,-1.0097088877054148,-0.05665619476047823,-0.213360682016571,-0.32934134445201835,0.178675189495209,-0.21751317962139183,-0.22910949579210182,-0.2008112913547393,-0.12735502759193196,-0.6861254655564721,0.1843871450208212,-0.7290301988907686,-0.41232276935772916,-0.5659107463751525
150.0,-0.8421646260002262,-0.5481604432293352,0.42079079137829467,0.08834269619944735,0.27640633040152807,1.0289324923550112,0.0073419859844534585,0.9335120779396107,0.5388258922742466,0.7198587935807268,0.015618041948812333,-0.021865767534166025,0.6386332388937035,0.46223282736815463,-0.07508606673360418,-0.23710301371176,-0.009851008813939188,0.7061287271089327,0.43500298877745536,-0.4590957887939453,-0.7517355844324811,0.7716238440947905,1.4485685958962335,-0.6713588832109281,-0.10494931641017047,-0.3782075339141784,-0.05526586936207423,0.023424996864207515,0.05230712560512529,0.651645218865724,0.8553710162274228,0.15590274887262012,0.3456743020651629
125.0,-1.9473985556617208,-1.601353679191618,-0.6700657772401541,-0.4290542268798845,0.44077935685942293,-0.28219588214216174,-0.35386449278155396,0.09846978974638887,0.08528803102882421,0.586411936159152,-0.3991604946229472,0.12113850395451209,-0.09012269290218455,-0.2646727336190793,-0.651905635407104,-0.042311056038784045,-0.056807144990159486,0.09490756739984363,-0.29160246498099696,1.0772701139599121,-0.584478541476642,-0.46936143763366545,0.10895693575525911,0.19842860764896386,0.06097957012002553,0.2960704004765944,0.5230305794293599,0.23685181048898585,0.08049843477198237,0.23947489476682904,-0.35479060225611647,0.48483584233923693,-0.5049060460686974
100.0,-0.399496205800574,-0.05605289366832267,0.3044453423393634,0.4568695436800567,0.6500533723422564,-0.4160508930037281,0.7012209350803573,-0.047652434494978024,0.3606226472552976,-0.6252643743274007,1.1843885792933975,1.313269340728823,0.01496961621654691,-0.3211995151486917,-0.6553530975730268,0.2417421285218211,0.5397112043783068,0.5621841673024051,0.36586338013489694,-0.2969657365616172,1.0791847271281085,0.058134519313739474,-1.0805246810367635,0.4655139784442781,-0.020127089793675168,-0.24281795986956922,0.2515104814538063,0.39991220201790156,-0.23758318599846007,-0.11897882354116973,0.28304382294476227,-0.16103268855516717,0.2774824424187159
70.0,-0.4312443806414308,0.08358206238438015,-0.32202082848050395,-0.48621849883323875,-0.760725443387912,-0.19761491881342863,0.5261772495373975,-0.9724229750887616,-0.3970091123225643,0.7602512599157194,-1.3993571242507414,-2.1507991531426,-0.38083435692914236,0.26915696694572944,0.7867997865243979,-0.23752264948348056,-0.6254240446831432,0.18873200960615577,-0.7757161220715147,-0.11558187931802877,0.11625639920237063,0.45047420154236306,0.6938668163276702,0.7509922691635325,0.49806501208678355,-0.3932068760586276,-0.32050450271424324,0.57142703312104,-0.22962423534448817,0.8856057820044612,-0.1418218805390552,0.14401725787951136,-0.1512287737318161
50.0,0.4657097451361665,0.6636487845379406,-0.03423423943149828,0.8396212053647218,1.9227700370619232,0.46412448165540354,-0.2435793034803737,0.8284342811742818,-0.1868412808770472,0.15492558386125665,0.7858927547349026,0.08191936005590605,0.6192559125184403,-0.37221896021463863,0.5398018877804702,0.9440349854115198,0.6087720564007668,-0.7963266648774834,0.5634432242692355,-0.035634036614283104,-0.4185247483128478,-0.361330836844445,-0.7016333304917453,-0.17347075938602075,-0.24765882068538758,0.11452202754105656,0.4239320576251089,-0.37648412259352426,-0.05599647485115611,-0.31510090246769096,0.6795311226000535,-0.28508741494528067,-0.6870123718879313
30.0,-0.4427130235438881,-0.33880332155672477,0.7799516199696654,-0.41023084307653335,-2.04217809531292,0.18775141500668724,0.5960459637276472,-0.34441443250113934,-0.10046077806771336,-0.3973189890954245,0.04609343302058733,0.3529941581590492,0.07117654581190891,-0.47243875351261977,-0.4094778476155625,-1.3110203909949405,-1.0121481073701943,2.271576942676461,1.3427160154778903,-0.8993204171332536,0.013524910599016948,0.19056238433699946,0.39259608927261525,-0.009902069637746536,0.0812462091037105,-0.5022227595810591,0.6731517198242045,0.38909045309583234,-0.40810130224053864,0.36352633495687314,0.1067215730990938,0.3877986218624301,0.03342633970009956
20.0,0.9574223215788606,0.8081411398313776,0.9951215443069259,-0.030660892107903237,-0.16101875367019147,0.8159922123470551,-0.499573227058022,-1.8867064843973367,-0.8204713450847976,-0.12509970905387036,-0.5825036884483552,-0.22849644292728044,0.23796816368712825,0.7345455625726345,-0.5700495604039588,0.5004315824395462,0.7416832184704845,0.08025941891264665,-0.9815596173747281,0.7141199792793032,0.08611855311221461,-0.05125737853245482,-0.18644403569987844,0.6667334096283639,0.1357012092134937,0.08033460438866769,-0.3332329057674315,-0.6332837344606332,-0.18083089647234374,0.5016589765286881,-0.5308640815532044,0.7512348923656873,-0.14241585699880943
10.0,-0.5303490714128429,-1.412697002227219,-1.0169347330837581,0.09885020134743172,1.785313295396918,-1.2246591962069715,1.4852213183517051,4.126022196381314,0.20517318328199963,0.3751301190133063,1.2826657051115262,0.07997469961969728,-0.8119013216110034,-0.825994146128437,0.3804646993727374,0.07406515974821559,-0.9557290037706707,-0.12379126332780288,0.02883723228183044,-0.7968874182619174,0.1626941583926964,0.20535991048132018,-0.10358505664407858,-1.5354876210067232,-0.9592271177157272,0.24925253623564458,-1.0074305825982037,1.0597875132323225,0.012154179838944401,-0.9429288966094873,-0.05812798898921301,-0.8395968486768197,0.23401458429907507
